Time, Temperature(C), Prev. Hrs. Energy consumption (W-hr), Voltage (volts), Current (amps), Average Energy till now (W-hr), Energy Consumption Estimated for Current Hr. (W-hr)
3, 39.5661, 2382.71, 220.145, 10.9368, 2573.67, 3343.37
4, 28.3315, 3343.37, 230.619, 18.016, 2857.66, 3993.62
5, 34.6826, 3993.62, 236.836, 18.3654, 3304.15, 5536.6
6, 21.0575, 5536.6, 230.864, 6.80369, 2983.68, 1060.87
7, 31.5882, 1060.87, 221.442, 19.4088, 3193.27, 4660.43
8, 39.0292, 4660.43, 225.327, 13.6593, 3249.18, 3696.38
9, 38.57, 3696.38, 225.242, 12.5204, 3268.72, 3444.65
10, 22.9147, 3444.65, 237.392, 6.5824, 3069.71, 1079.6
11, 22.1897, 1079.6, 225.501, 8.5577, 2955.58, 1700.15
12, 34.6283, 1700.15, 238.12, 17.3168, 3161.16, 5628.14
13, 36.4388, 5628.14, 226.336, 7.2917, 3089.57, 2158.81
14, 28.4831, 2158.81, 228.035, 10.4399, 3058.89, 2629.45
15, 22.3889, 2629.45, 232.664, 14.8965, 3058.33, 3049.9
16, 39.3498, 3049.9, 227.247, 5.75485, 2981.22, 1747.37
17, 28.7364, 1747.37, 229.227, 15.9545, 3043.43, 4101.15
18, 34.2289, 4101.15, 226.625, 15.3297, 3067.68, 3504.06
19, 28.4847, 3504.06, 226.097, 7.2426, 3004.62, 1806.59
20, 36.9087, 1806.59, 236.161, 11.0777, 3010.24, 3122.57
21, 31.9441, 3122.57, 225.289, 5.82605, 2925.69, 1150.22
22, 33.9357, 1150.22, 231.529, 6.3904, 2880.32, 1882.12
23, 20.7988, 1882.12, 229.325, 14.1514, 2860.07, 2394.35
0, 35.7913, 2394.35, 230.337, 7.37771, 1789.92, 1789.92
1, 21.717, 1789.92, 230.131, 15.5927, 2158.52, 2527.13
2, 27.0379, 2527.13, 227.16, 17.5898, 2561.6, 3367.75
3, 37.0911, 3367.75, 222.783, 6.81969, 2330.93, 1638.93
4, 28.3885, 1638.93, 231.585, 15.3697, 2505.91, 3205.84
5, 24.4272, 3205.84, 234.866, 16.9042, 2564.15, 2855.31
6, 38.7939, 2855.31, 220.592, 19.8442, 3116.42, 6430.06
7, 27.483, 6430.06, 227.399, 10.8854, 2991.33, 2115.69
8, 21.7494, 2115.69, 228.58, 6.69893, 2786.68, 1149.53
9, 29.9074, 1149.53, 230.645, 19.4557, 2982.21, 4741.93
10, 22.1856, 4741.93, 221.176, 15.4214, 2944, 2561.9
11, 25.5501, 2561.9, 223.61, 18.0605, 3022.46, 3885.59
12, 36.2387, 3885.59, 222.798, 9.22039, 2980.95, 2482.74
13, 30.9042, 2482.74, 239.347, 19.6852, 3069.23, 4216.92
14, 20.1627, 4216.92, 225.865, 18.9739, 3094.9, 3454.32
15, 28.3171, 3454.32, 225.672, 8.26734, 3011.36, 1758.2
16, 33.4078, 1758.2, 231.48, 7.06866, 2954.46, 2044.1
17, 35.8965, 2044.1, 221.133, 13.5488, 2950.78, 2888.13
18, 25.5334, 2888.13, 236.278, 14.1032, 2951.52, 2964.96
19, 34.8299, 2964.96, 227.175, 8.32188, 2894.78, 1816.58
20, 25.241, 1816.58, 222.653, 16.4906, 2909.49, 3203.74
21, 37.1109, 3203.74, 233.75, 14.6852, 2968.94, 4217.31
22, 32.8875, 4217.31, 223.363, 13.9432, 2999.1, 3662.68
23, 28.795, 3662.68, 232.354, 17.0964, 3028.46, 3703.86
0, 31.3774, 3703.86, 233.05, 18.4604, 5074.29, 5074.29
1, 32.3307, 5074.29, 234.364, 19.7234, 4918.08, 4761.88
2, 31.3788, 4761.88, 225.716, 11.3171, 4129.09, 2551.09
3, 25.0045, 2551.09, 224.265, 8.01034, 3533.14, 1745.29
4, 31.3902, 1745.29, 229.638, 15.6036, 3637.05, 4052.69
5, 31.6262, 4052.69, 236.976, 15.1907, 3705.43, 4047.35
6, 29.0966, 4047.35, 226.995, 11.6904, 3571.48, 2767.76
7, 37.9534, 2767.76, 234.388, 13.1761, 3614.85, 3918.48
8, 28.0466, 3918.48, 238.361, 8.53511, 3410.15, 1772.53
9, 30.8383, 1772.53, 223.476, 7.66185, 3280.71, 2115.78
10, 34.6401, 2115.78, 234.362, 9.72409, 3217.37, 2583.92
11, 25.4718, 2583.92, 236.805, 8.79248, 3097.18, 1775.13
12, 36.8793, 1775.13, 220.659, 9.28375, 3029.22, 2213.74
13, 22.8194, 2213.74, 237.714, 9.0487, 2950.08, 1921.19
14, 35.63, 1921.19, 231.123, 15.0829, 3004.36, 3764.28
15, 27.0383, 3764.28, 224.021, 13.9697, 2973.95, 2517.73
16, 38.1966, 2517.73, 239.957, 6.88034, 2911.29, 1908.88
17, 27.9822, 1908.88, 230.466, 8.62337, 2869.87, 2165.7
18, 35.3142, 2165.7, 223.019, 7.28239, 2818.23, 1888.59
19, 28.9846, 1888.59, 227.713, 9.43776, 2763.7, 1727.72
20, 25.0603, 1727.72, 235.433, 12.3088, 2743.63, 2342.18
21, 26.9312, 2342.18, 221.113, 14.7617, 2767.34, 3265.32
22, 29.8722, 3265.32, 236.543, 5.72024, 2712.75, 1511.74
23, 32.6661, 1511.74, 223.949, 10.8997, 2731.38, 3159.78
0, 39.2987, 3159.78, 228.507, 14.3473, 5012.47, 5012.47
1, 34.5809, 5012.47, 239.773, 9.84036, 3737.23, 2462
2, 26.9363, 2462, 232.136, 12.1366, 3216.53, 2175.11
3, 24.8685, 2175.11, 223.372, 11.322, 2922.84, 2041.77
4, 31.8871, 2041.77, 229.107, 7.14424, 2736.08, 1989.07
5, 22.5218, 1989.07, 221.215, 17.7426, 2743.23, 2778.96
6, 21.4154, 2778.96, 239.367, 9.41146, 2576, 1572.59
7, 29.9005, 1572.59, 225.31, 12.9532, 2683.33, 3434.63
8, 35.487, 3434.63, 225.026, 11.8309, 2777.78, 3533.4
9, 33.2753, 3533.4, 238.688, 5.31296, 2634.57, 1345.66
10, 25.1289, 1345.66, 232.109, 7.61524, 2547.1, 1672.47
11, 32.5211, 1672.47, 237.89, 17.9601, 2718.02, 4598.13
12, 36.3251, 4598.13, 233.334, 18.1463, 2827.26, 4138.17
13, 30.3703, 4138.17, 235.498, 7.88592, 2778.21, 2140.53
14, 35.3932, 2140.53, 235.819, 8.5444, 2763.84, 2562.58
15, 27.3735, 2562.58, 220.691, 5.93284, 2665.52, 1190.75
16, 34.2713, 1190.75, 234.608, 5.95406, 2614.71, 1801.77
17, 20.3972, 1801.77, 238.067, 18.7824, 2637.39, 3022.95
18, 25.0383, 3022.95, 228.85, 5.09022, 2551.99, 1014.76
19, 30.7851, 1014.76, 224.562, 17.9286, 2605.16, 3615.33
20, 20.7153, 3615.33, 238.145, 15.7431, 2581.93, 2117.47
21, 37.4218, 2117.47, 231.416, 15.2696, 2667, 4453.44
22, 21.9082, 4453.44, 231.949, 18.8648, 2705.01, 3541.3
23, 26.5136, 3541.3, 232.68, 7.14777, 2658.69, 1593.35
0, 36.0835, 1593.35, 232.669, 9.13029, 3026.31, 3026.31
1, 29.8217, 3026.31, 232.514, 19.5306, 3663.28, 4300.25
2, 23.0575, 4300.25, 226.108, 6.86963, 2846.67, 1213.46
3, 30.9546, 1213.46, 234.675, 8.75425, 2739.29, 2417.15
4, 33.0799, 2417.15, 223.85, 8.97814, 2555.34, 1819.54
5, 22.3163, 1819.54, 223.494, 7.0027, 2297.55, 1008.62
6, 32.3418, 1008.62, 229.452, 11.2176, 2306.75, 2361.9
7, 28.7318, 2361.9, 231.645, 16.0698, 2401.16, 3062.07
8, 23.5565, 3062.07, 227.58, 8.74966, 2275.02, 1265.9
9, 38.2247, 1265.9, 238.356, 14.2524, 2515.24, 4677.2
10, 35.1477, 4677.2, 238.754, 7.89157, 2504.66, 2398.84
11, 38.7833, 2398.84, 230.232, 7.48183, 2470.75, 2097.78
12, 23.2433, 2097.78, 234.945, 17.1392, 2534.97, 3305.66
13, 29.9998, 3305.66, 227.109, 13.5798, 2553.05, 2787.97
14, 36.7375, 2787.97, 238.652, 17.4702, 2763.07, 5703.48
15, 22.6062, 5703.48, 224.534, 17.1612, 2737.75, 2357.89
16, 24.2992, 2357.89, 231.174, 10.1303, 2681.32, 1778.4
17, 34.6322, 1778.4, 237.395, 9.46398, 2661.78, 2329.64
18, 33.42, 2329.64, 230.357, 6.98738, 2626.61, 1993.59
19, 35.9866, 1993.59, 231.395, 16.5014, 2715.7, 4408.45
20, 24.2074, 4408.45, 222.182, 17.1456, 2732.27, 3063.54
21, 20.1227, 3063.54, 232.35, 15.3964, 2729.13, 2663.18
22, 22.8729, 2663.18, 238.497, 11.6926, 2707.89, 2240.58
23, 27.6455, 2240.58, 238.064, 8.02324, 2674.61, 1909.33
0, 22.5141, 1909.33, 224.554, 5.84196, 829.189, 829.189
1, 21.2994, 829.189, 229.4, 17.7205, 2019.59, 3209.98
2, 34.9478, 3209.98, 236.679, 12.391, 2611.97, 3796.72
3, 32.2715, 3796.72, 237.423, 17.024, 3109.73, 4603.02
4, 36.9339, 4603.02, 239.357, 12.3, 3346.37, 4292.93
5, 39.0113, 4292.93, 232.018, 17.3494, 3576.44, 4726.77
6, 34.2821, 4726.77, 223.143, 13.6144, 3651.43, 4101.37
7, 33.8159, 4101.37, 230.91, 6.26703, 3412.97, 1743.79
8, 25.1551, 1743.79, 233.921, 7.51917, 3226.3, 1732.94
9, 31.264, 1732.94, 227.631, 17.7038, 3332.01, 4283.41
10, 29.7967, 4283.41, 238.451, 9.41627, 3232.48, 2237.09
11, 26.9437, 2237.09, 233.545, 17.6801, 3232.07, 3227.62
12, 39.8856, 3227.62, 235.94, 7.31367, 3139.39, 2027.2
13, 36.8886, 2027.2, 223.538, 5.78965, 3020.81, 1479.24
14, 23.0541, 1479.24, 225.437, 12.0982, 2934.19, 1721.48
15, 27.0459, 1721.48, 236.428, 14.0646, 2970.42, 3513.98
16, 21.9524, 3513.98, 221.978, 18.1926, 2940.72, 2465.49
17, 37.8271, 2465.49, 239.472, 14.2427, 3032.22, 4587.68
18, 35.2145, 4587.68, 235.549, 15.5889, 3111.04, 4529.91
19, 38.6006, 4529.91, 227.297, 7.24978, 3054.13, 1972.68
20, 30.4917, 1972.68, 229.143, 19.4302, 3096.37, 3941.24
21, 23.5098, 3941.24, 226.011, 12.7374, 3053.93, 2162.8
22, 33.0053, 2162.8, 237.307, 7.97989, 2999.34, 1798.24
23, 29.5398, 1798.24, 223.503, 13.1093, 3004.11, 3113.84
0, 39.2869, 3113.84, 230.503, 18.2265, 6343.84, 6343.84
1, 21.4414, 6343.84, 229.977, 6.24252, 3637.87, 931.892
2, 22.8336, 931.892, 231.554, 6.04554, 2726.5, 903.776
3, 33.1446, 903.776, 232.289, 17.4106, 3205.69, 4643.25
4, 35.0217, 4643.25, 239.131, 10.2145, 3052.4, 2439.23
5, 38.4787, 2439.23, 238.524, 14.3135, 3287.62, 4463.74
6, 27.9704, 4463.74, 236.431, 5.46242, 2975.06, 1099.73
7, 20.2096, 1099.73, 233.275, 9.17063, 2802.78, 1596.78
8, 25.6235, 1596.78, 226.8, 18.851, 2922.38, 3879.18
9, 38.8422, 3879.18, 229.313, 8.94752, 2916.27, 2861.28
10, 20.3327, 2861.28, 234.652, 14.9631, 2835.96, 2032.86
11, 28.0678, 2032.86, 237.376, 14.5252, 2906.47, 3682.15
12, 27.1952, 3682.15, 224.093, 16.8012, 2939.88, 3340.77
13, 22.3088, 3340.77, 237.184, 18.9882, 2974.48, 3424.25
14, 38.4344, 3424.25, 238.863, 8.80908, 2982.41, 3093.39
15, 32.5589, 3093.39, 223.208, 16.0922, 3050.48, 4071.57
16, 27.8383, 4071.57, 237.467, 15.3066, 3070.72, 3394.63
17, 34.1195, 3394.63, 231.948, 11.2294, 3084.3, 3315.15
18, 31.6269, 3315.15, 225.506, 18.1174, 3146.45, 4265.11
19, 24.5846, 4265.11, 221.277, 18.6167, 3155.56, 3328.64
20, 29.4937, 3328.64, 234.019, 13.543, 3157.96, 3205.95
21, 36.8191, 3205.95, 237.122, 11.2692, 3179.77, 3637.71
22, 30.1748, 3637.71, 225.282, 15.9348, 3217.99, 4059.01
23, 35.5268, 4059.01, 238.381, 13.3707, 3250.39, 3995.59
0, 27.2415, 3995.59, 238.782, 15.4612, 3153.26, 3153.26
1, 22.7225, 3153.26, 225.333, 15.8136, 2682.44, 2211.63
2, 37.8682, 2211.63, 226.203, 14.6337, 3128.96, 4022
3, 36.1092, 4022, 237.585, 18.9536, 3771.73, 5700.02
4, 35.6068, 5700.02, 231.074, 5.17023, 3326.68, 1546.49
5, 37.683, 1546.49, 223.201, 14.252, 3474.43, 4213.18
6, 34.4669, 4213.18, 225.465, 11.7571, 3487.96, 3569.12
7, 25.2634, 3569.12, 220.281, 14.3058, 3330.94, 2231.8
8, 34.4574, 2231.8, 232.526, 12.6061, 3342.47, 3434.71
9, 27.7537, 3434.71, 220.54, 18.4841, 3457.55, 4493.29
10, 21.9387, 4493.29, 227.975, 18.4697, 3476.3, 3663.81
11, 39.0237, 3663.81, 236.57, 18.2496, 3663.38, 5721.31
12, 32.2662, 5721.31, 232.158, 9.05163, 3521.9, 1824.03
13, 26.9271, 1824.03, 228.401, 12.0943, 3462.65, 2692.46
14, 32.2405, 2692.46, 237.255, 16.8955, 3572.97, 5117.43
15, 23.3413, 5117.43, 234.857, 5.06836, 3419.05, 1110.32
16, 29.3767, 1110.32, 237.603, 18.7418, 3474.28, 4357.94
17, 31.1692, 4357.94, 227.129, 9.25902, 3379.31, 1764.77
18, 32.0947, 1764.77, 229.208, 5.65088, 3286.08, 1607.93
19, 32.5999, 1607.93, 223.314, 8.13261, 3204.99, 1664.34
20, 23.0926, 1664.34, 224.207, 14.7537, 3171.56, 2502.94
21, 29.1096, 2502.94, 226.03, 17.7833, 3230.9, 4477.1
22, 24.9617, 4477.1, 220.923, 17.506, 3210.69, 2766.09
23, 39.4369, 2766.09, 228.859, 12.9515, 3208.85, 3166.44
0, 33.5088, 3166.44, 232.345, 5.16783, 1373.22, 1373.22
1, 36.3565, 1373.22, 226.574, 10.7917, 2289.16, 3205.1
2, 22.8505, 3205.1, 224.414, 18.2997, 2681.58, 3466.41
3, 20.014, 3466.41, 232.405, 8.55116, 2377.35, 1464.69
4, 25.3174, 1464.69, 220.694, 11.6774, 2306.1, 2021.09
5, 25.7903, 2021.09, 236.914, 9.0746, 2211.08, 1736
6, 26.5146, 1736, 233.864, 13.3275, 2305.96, 2875.2
7, 26.3271, 2875.2, 237.088, 6.75093, 2185.14, 1339.41
8, 26.7611, 1339.41, 236.925, 16.6601, 2360.12, 3759.91
9, 32.0612, 3759.91, 230.274, 7.7216, 2323.82, 1997.2
10, 32.3289, 1997.2, 222.176, 7.0851, 2239.3, 1394.07
11, 20.0599, 1394.07, 235.831, 11.0058, 2184.56, 1582.35
12, 23.2648, 1582.35, 229.9, 11.7936, 2171.52, 2015.11
13, 39.4626, 2015.11, 237.463, 16.2783, 2353.77, 4722.97
14, 33.745, 4722.97, 237.194, 16.6972, 2459.58, 3940.94
15, 22.8755, 3940.94, 225.88, 5.34316, 2362.53, 906.878
16, 30.0986, 906.878, 238.642, 14.0446, 2458.34, 3991.27
17, 38.1549, 3991.27, 227.766, 14.7037, 2533.34, 3808.3
18, 36.6187, 3808.3, 224.792, 10.3013, 2561.17, 3062.16
19, 31.7022, 3062.16, 233.904, 6.10033, 2503.71, 1411.89
20, 27.9441, 1411.89, 223.041, 12.4698, 2489.2, 2199.04
21, 37.7279, 2199.04, 221.482, 18.3825, 2635.56, 5709.12
22, 21.1202, 5709.12, 234.237, 10.8115, 2584.4, 1458.95
23, 29.8012, 1458.95, 220.76, 14.3804, 2608.86, 3171.26
0, 39.1677, 3171.26, 222.814, 14.1345, 4774.92, 4774.92
1, 36.0122, 4774.92, 224.776, 15.7942, 4462.64, 4150.36
2, 32.01, 4150.36, 233.418, 15.7138, 4242.05, 3800.86
3, 23.8, 3800.86, 231.301, 10.8425, 3780.65, 2396.46
4, 26.0387, 2396.46, 236.256, 18.9507, 3954.77, 4651.25
5, 26.5215, 4651.25, 227.363, 19.668, 3961.7, 3996.34
6, 21.9001, 3996.34, 237.191, 10.4446, 3684.95, 2024.45
7, 34.3619, 2024.45, 223.408, 19.4071, 3859.43, 5080.76
8, 26.1224, 5080.76, 228.247, 19.535, 3845.36, 3732.85
9, 30.2084, 3732.85, 233.205, 5.74062, 3614.47, 1536.48
10, 35.6003, 1536.48, 239.457, 11.9393, 3602.66, 3484.49
11, 33.2754, 3484.49, 226.614, 6.9387, 3454.52, 1825.04
12, 22.1248, 1825.04, 227.79, 6.3997, 3267.67, 1025.47
13, 35.1618, 1025.47, 234.842, 12.1355, 3290.53, 3587.68
14, 36.2665, 3587.68, 223.688, 15.2034, 3306.21, 3525.75
15, 25.3759, 3525.75, 234.675, 18.4645, 3375.42, 4413.61
16, 21.8439, 4413.61, 236.138, 9.03149, 3284.41, 1828.27
17, 26.3248, 1828.27, 220.588, 14.9081, 3245.24, 2579.27
18, 23.4696, 2579.27, 234.848, 15.1068, 3239.88, 3143.36
19, 36.6319, 3143.36, 231.673, 8.92313, 3199.31, 2428.46
20, 32.3207, 2428.46, 229.293, 11.6256, 3187.18, 2944.6
21, 32.9685, 2944.6, 232.3, 11.5142, 3172.43, 2862.62
22, 34.6127, 2862.62, 239.081, 13.0106, 3187.82, 3526.47
23, 22.702, 3526.47, 235.135, 6.23437, 3103.2, 1157.01
0, 21.0382, 1157.01, 221.839, 8.32556, 1215.69, 1215.69
1, 34.5191, 1215.69, 227.876, 11.6359, 1908.85, 2602.01
2, 20.7628, 2602.01, 221.16, 7.57748, 1622.97, 1051.2
3, 22.4283, 1051.2, 222.752, 5.85346, 1446.56, 917.362
4, 33.4264, 917.362, 221.654, 6.88416, 1472.8, 1577.75
5, 35.9153, 1577.75, 222.47, 7.56772, 1548.77, 1928.61
6, 35.3956, 1928.61, 221.096, 7.537, 1636, 2159.38
7, 36.5547, 2159.38, 230.617, 18.1509, 2088.28, 5254.23
8, 38.0481, 5254.23, 227.488, 15.2051, 2407.72, 4963.26
9, 32.5574, 4963.26, 225.422, 7.16978, 2312.45, 1454.98
10, 20.2717, 1454.98, 232.487, 8.01575, 2209.4, 1178.88
11, 20.5444, 1178.88, 228.947, 8.84759, 2152.91, 1531.59
12, 31.4072, 1531.59, 234.908, 10.7859, 2152.87, 2152.39
13, 27.5388, 2152.39, 234.803, 16.3063, 2227.8, 3201.84
14, 30.7057, 3201.84, 233.363, 11.1558, 2248.47, 2537.9
15, 32.1029, 2537.9, 236.01, 16.8864, 2385.41, 4439.52
16, 25.2631, 4439.52, 239.707, 14.5327, 2410.79, 2816.92
17, 32.8368, 2816.92, 227.795, 7.16706, 2380.32, 1862.31
18, 32.6862, 1862.31, 222.144, 10.8021, 2386.4, 2495.83
19, 34.207, 2495.83, 221.67, 15.5785, 2432.59, 3310.09
20, 23.5131, 3310.09, 235.958, 14.3339, 2448.88, 2774.68
21, 29.8601, 2774.68, 225.825, 13.8825, 2483.1, 3201.74
22, 27.4557, 3201.74, 230.608, 7.10709, 2435.3, 1383.8
23, 23.2081, 1383.8, 229.082, 6.23861, 2372.7, 932.751
0, 26.1536, 932.751, 236.978, 13.3402, 2662.15, 2662.15
1, 32.747, 2662.15, 232.629, 9.109, 2657.57, 2652.98
2, 37.0318, 2652.98, 229.061, 11.5374, 2856.3, 3253.77
3, 23.2053, 3253.77, 228.316, 6.59174, 2429.73, 1150
4, 33.5367, 1150, 228.589, 18.0267, 3025.09, 5406.54
5, 27.5035, 5406.54, 231.589, 19.3204, 3294.98, 4644.46
6, 30.8155, 4644.46, 229.449, 13.4611, 3303.62, 3355.43
7, 38.3687, 3355.43, 235.036, 11.4793, 3359.33, 3749.33
8, 37.4453, 3749.33, 228.713, 12.3185, 3392.13, 3654.51
9, 30.015, 3654.51, 227.308, 5.8159, 3194.14, 1412.17
10, 29.7939, 1412.17, 233.539, 9.94764, 3119.13, 2369.08
11, 38.8975, 2369.08, 234.492, 15.3757, 3310.2, 5411.91
12, 24.405, 5411.91, 225.239, 14.0808, 3259.91, 2656.54
13, 26.4126, 2656.54, 223.381, 5.00842, 3087.59, 847.396
14, 25.9744, 847.396, 226.037, 12.3151, 3064.49, 2741
15, 35.4764, 2741, 228.455, 8.84831, 3011.7, 2219.85
16, 31.7371, 2219.85, 232.228, 17.9397, 3043.31, 3549.09
17, 27.2223, 3549.09, 220.809, 12.8845, 3047.06, 3110.95
18, 33.8603, 3110.95, 224.779, 12.0915, 3026.3, 2652.56
19, 25.7885, 2652.56, 236.873, 12.2174, 2993.65, 2373.32
20, 39.3563, 2373.32, 236.092, 12.6531, 3045.16, 4075.21
21, 33.9231, 4075.21, 225.469, 16.9198, 3079.39, 3798.28
22, 29.4156, 3798.28, 226.998, 11.6519, 3080.2, 3098.15
23, 26.0684, 3098.15, 221.729, 10.3525, 3045.84, 2255.45
0, 37.1928, 2255.45, 234.202, 18.4452, 6200.18, 6200.18
1, 35.3333, 6200.18, 227.934, 11.173, 4824.53, 3448.88
2, 25.8675, 3448.88, 233.223, 16.943, 4224.87, 3025.55
3, 39.1926, 3025.55, 221.226, 5.50762, 3584.28, 1662.51
4, 33.3402, 1662.51, 238.745, 17.6867, 3925.58, 5290.77
5, 27.3759, 5290.77, 226.031, 13.4972, 3773.14, 3010.93
6, 27.5027, 3010.93, 228.352, 9.08622, 3520.76, 2006.51
7, 39.8818, 2006.51, 234.339, 11.3867, 3487.09, 3251.37
8, 36.076, 3251.37, 233.435, 17.9675, 3563.29, 4172.91
9, 24.8089, 4172.91, 231.431, 6.45374, 3331.6, 1246.4
10, 20.2804, 1246.4, 220.844, 9.38995, 3140.39, 1228.26
11, 24.9657, 1228.26, 233.756, 19.2172, 3155.28, 3319.14
12, 38.4199, 3319.14, 233.266, 14.1344, 3286.62, 4862.68
13, 36.9215, 4862.68, 231.937, 9.04684, 3203.91, 2128.7
14, 35.7923, 2128.7, 226.23, 11.6181, 3217.2, 3403.28
15, 32.3832, 3403.28, 229.258, 16.1483, 3227.66, 3384.53
16, 33.807, 3384.53, 238.256, 10.5108, 3228.64, 3244.33
17, 36.6992, 3244.33, 224.265, 6.50663, 3155, 1903.1
18, 31.8955, 1903.1, 239.341, 6.43761, 3070.19, 1543.6
19, 22.7393, 1543.6, 227.897, 15.4624, 3072.05, 3107.48
20, 31.754, 3107.48, 228.479, 14.4098, 3084.41, 3331.47
21, 37.5678, 3331.47, 229.908, 18.927, 3209.61, 5838.91
22, 37.7174, 5838.91, 230.303, 19.3488, 3305.2, 5408.06
23, 21.5143, 5408.06, 226.059, 13.193, 3249.22, 1961.66
0, 26.0108, 1961.66, 231.406, 17.1462, 3412.86, 3412.86
1, 32.9195, 3412.86, 229.321, 18.5593, 4062.67, 4712.48
2, 33.1322, 4712.48, 221.863, 13.2385, 3662.81, 2863.08
3, 38.5532, 2863.08, 234.174, 17.3248, 4062.1, 5259.96
4, 28.8912, 5259.96, 236.412, 5.1257, 3472.31, 1113.19
5, 25.2842, 1113.19, 233.356, 6.02177, 3124.75, 1386.92
6, 32.2178, 1386.92, 220.122, 18.0076, 3292.15, 4296.54
7, 27.7704, 4296.54, 230.978, 16.19, 3282.78, 3217.17
8, 33.5319, 3217.17, 227.514, 15.7275, 3399.55, 4333.73
9, 33.2155, 4333.73, 221.672, 19.0696, 3538.29, 4787
10, 30.7808, 4787, 223.225, 11.0343, 3488.02, 2985.31
11, 32.648, 2985.31, 236.061, 6.12341, 3317.24, 1438.67
12, 37.1287, 1438.67, 220.137, 9.40204, 3283.42, 2877.49
13, 24.7738, 2877.49, 232.37, 19.4519, 3288.15, 3349.65
14, 29.5435, 3349.65, 237.972, 9.90247, 3207.73, 2081.87
15, 28.7363, 2081.87, 222.733, 10.7018, 3151.23, 2303.83
16, 22.5066, 2303.83, 223.49, 6.21179, 3027.74, 1051.87
17, 27.7992, 1051.87, 234.085, 5.6465, 2938.54, 1422.11
18, 25.8075, 1422.11, 238.783, 15.2855, 2967.62, 3490.99
19, 28.7217, 3490.99, 226.755, 19.2114, 3000.17, 3618.62
20, 30.3132, 3618.62, 222.636, 11.6611, 2971.77, 2403.83
21, 22.6911, 2403.83, 226.23, 14.238, 2947.03, 2427.51
22, 32.6446, 2427.51, 235.108, 7.5054, 2900.61, 1879.41
23, 37.4974, 1879.41, 223.274, 13.14, 2948.8, 4057.04
0, 21.7786, 4057.04, 222.721, 9.49438, 1355.84, 1355.84
1, 30.157, 1355.84, 237.757, 11.2117, 2265.39, 3174.93
2, 30.0844, 3174.93, 236.445, 18.9254, 2728.9, 3655.94
3, 32.2412, 3655.94, 228.088, 16.7386, 3101.23, 4218.19
4, 32.677, 4218.19, 235.369, 15.4092, 3431.31, 4751.64
5, 24.7632, 4751.64, 235.605, 11.0893, 3261.33, 2411.46
6, 38.7984, 2411.46, 231.996, 6.98498, 3068.45, 1911.12
7, 27.1867, 1911.12, 236.07, 17.6076, 3090.92, 3248.26
8, 26.4072, 3248.26, 235.417, 13.245, 3083.66, 3025.54
9, 33.1534, 3025.54, 220.741, 17.3784, 3265.78, 4904.85
10, 20.8698, 4904.85, 231.879, 7.78125, 3105.45, 1502.16
11, 26.4426, 1502.16, 233.834, 7.16555, 2965.39, 1424.76
12, 30.0356, 1424.76, 238.566, 14.1869, 2953.6, 2812.1
13, 35.2875, 2812.1, 225.243, 11.3468, 2974.79, 3250.3
14, 25.9586, 3250.3, 236.978, 5.80196, 2870.11, 1404.6
15, 26.0936, 1404.6, 237.583, 15.5656, 2858.51, 2684.41
16, 33.0787, 2684.41, 220.904, 12.4889, 2873.37, 3111.25
17, 20.6262, 3111.25, 235.954, 5.63771, 2759.13, 816.976
18, 36.6863, 816.976, 226.934, 18.8492, 2875.34, 4967.15
19, 28.5384, 4967.15, 230.974, 19.9711, 2949.02, 4348.96
20, 36.9157, 4348.96, 231.17, 11.5679, 2988.82, 3784.8
21, 21.4469, 3784.8, 238.871, 17.5745, 2970.33, 2581.92
22, 21.4981, 2581.92, 231.62, 12.2725, 2916.22, 1725.94
23, 33.5298, 1725.94, 227.097, 12.155, 2941.31, 3518.31
0, 24.4109, 3518.31, 225.576, 7.88477, 1306.18, 1306.18
1, 28.9007, 1306.18, 226.966, 8.34585, 1542.92, 1779.65
2, 38.5973, 1779.65, 239.101, 6.24334, 1745.65, 2151.1
3, 20.0635, 2151.1, 223.157, 9.82751, 1610.39, 1204.64
4, 23.5526, 1204.64, 227.36, 19.7611, 1917.4, 3145.42
5, 33.1925, 3145.42, 227.229, 18.2213, 2248.08, 3901.5
6, 23.6252, 3901.5, 229.687, 13.1247, 2199.81, 1910.2
7, 34.7579, 1910.2, 220.026, 11.9949, 2344.04, 3353.6
8, 26.5395, 3353.6, 233.149, 8.22405, 2243.46, 1438.79
9, 22.3584, 1438.79, 232.02, 19.0249, 2298.45, 2793.4
10, 24.818, 2793.4, 226.349, 16.7029, 2372.36, 3111.48
11, 29.6776, 3111.48, 239.577, 7.56088, 2321.69, 1764.3
12, 33.0629, 1764.3, 228.732, 8.97338, 2290.26, 1913.07
13, 31.2485, 1913.07, 226.412, 13.1169, 2356.95, 3224.01
14, 26.8864, 3224.01, 231.641, 18.8904, 2456.79, 3854.53
15, 34.7526, 3854.53, 228.227, 6.15135, 2419.83, 1865.44
16, 32.8777, 1865.44, 232.227, 12.8549, 2498.4, 3755.48
17, 26.8392, 3755.48, 221.015, 18.9742, 2566.51, 3724.42
18, 22.9825, 3724.42, 232.853, 15.8187, 2580.03, 2823.37
19, 30.5684, 2823.37, 227.582, 18.8163, 2690.1, 4781.49
20, 21.8395, 4781.49, 238.259, 8.5592, 2632.67, 1484.06
